Time [s], Analyzer Name, Decoded Protocol Result
-0.198044900000000,Async Serial,0x24
-0.197956700000000,Async Serial,0x30
-0.197868400000000,Async Serial,0x30
-0.197780200000000,Async Serial,0x30
-0.197692000000000,Async Serial,0x33
-0.197603800000000,Async Serial,0x32
-0.197515600000000,Async Serial,0x36
-0.197427500000000,Async Serial,0x30
-0.197339200000000,Async Serial,0x31
-0.197251100000000,Async Serial,0x33
-0.197162900000000,Async Serial,0x30
-0.197074600000000,Async Serial,0x26
-0.000026100000000,Async Serial,0x24
0.000062000000000,Async Serial,0x30
0.000150100000000,Async Serial,0x30
0.000238100000000,Async Serial,0x30
0.000326100000000,Async Serial,0x32
0.000414200000000,Async Serial,0x33
0.000502200000000,Async Serial,0x33
0.000590200000000,Async Serial,0x33
0.000678300000000,Async Serial,0x35
0.000766300000000,Async Serial,0x26
0.000854400000000,Async Serial,0x24
0.000942400000000,Async Serial,0x30
0.001030500000000,Async Serial,0x30
0.001118600000000,Async Serial,0x30
0.001206600000000,Async Serial,0x33
0.001294700000000,Async Serial,0x32
0.001382700000000,Async Serial,0x36
0.001470800000000,Async Serial,0x39
0.001558800000000,Async Serial,0x36
0.001646900000000,Async Serial,0x32
0.001734900000000,Async Serial,0x35
0.001822900000000,Async Serial,0x26
0.103099500000000,Async Serial,0x24
0.103187900000000,Async Serial,0x30
0.103276100000000,Async Serial,0x30
0.103364300000000,Async Serial,0x30
0.103452600000000,Async Serial,0x32
0.103540800000000,Async Serial,0x32
0.103629200000000,Async Serial,0x31
0.103717400000000,Async Serial,0x32
0.103805600000000,Async Serial,0x33
0.103894000000000,Async Serial,0x26
0.103996300000000,Async Serial,0x24
0.104084400000000,Async Serial,0x30
0.104172400000000,Async Serial,0x30
0.104260400000000,Async Serial,0x30
0.104348500000000,Async Serial,0x32
0.104436500000000,Async Serial,0x33
0.104524600000000,Async Serial,0x33
0.104612600000000,Async Serial,0x33
0.104700700000000,Async Serial,0x35
0.104788700000000,Async Serial,0x26
8.545332999999999,Async Serial,0x24
8.545421100000000,Async Serial,0x30
8.545509100000000,Async Serial,0x30
8.545597200000000,Async Serial,0x30
8.545685300000001,Async Serial,0x36
8.545773300000000,Async Serial,0x32
8.545861400000000,Async Serial,0x31
8.545949500000001,Async Serial,0x30
8.546037500000001,Async Serial,0x30
8.546125600000000,Async Serial,0x30
8.546213699999999,Async Serial,0x30
8.546301800000000,Async Serial,0x30
8.546389899999999,Async Serial,0x30
8.546477899999999,Async Serial,0x31
8.546566000000000,Async Serial,0x36
8.546654100000000,Async Serial,0x34
8.546742200000001,Async Serial,0x33
8.546830200000000,Async Serial,0x26
